face_skeet_frame03373.jpg,[0.18786915]
face_skeet_frame03376.jpg,[0.11582106]
face_skeet_frame03380.jpg,[0.13270569]
face_skeet_frame03384.jpg,[0.3880964]
face_skeet_frame03400.jpg,[0.39996198]
face_skeet_frame17323.jpg,[0.4707671]
face_skeet_frame17324.jpg,[0.46835697]
face_skeet_frame17325.jpg,[0.4934274]
face_skeet_frame17326.jpg,[0.41776842]
face_skeet_frame17327.jpg,[0.41748524]
face_skeet_frame17329.jpg,[0.31088242]
face_skeet_frame17330.jpg,[0.31239036]
face_skeet_frame17331.jpg,[0.2767882]
face_skeet_frame17332.jpg,[0.3181159]
face_skeet_frame17334.jpg,[0.31979036]
face_skeet_frame17335.jpg,[0.4066515]
face_skeet_frame17337.jpg,[0.52583146]
face_skeet_frame17338.jpg,[0.48705655]
face_skeet_frame20978.jpg,[0.52999914]
face_skeet_frame20979.jpg,[0.42309374]
face_skeet_frame20980.jpg,[0.40394276]
face_skeet_frame20981.jpg,[0.3824926]
face_skeet_frame20988.jpg,[0.46054435]
face_skeet_frame20990.jpg,[0.50804865]
face_skeet_frame20993.jpg,[0.6084466]
face_skeet_frame21051.jpg,[0.38576546]
face_skeet_frame21055.jpg,[0.47145745]
face_skeet_frame21056.jpg,[0.39542574]
face_skeet_frame21057.jpg,[0.26648256]
face_skeet_frame21058.jpg,[0.22207215]
face_skeet_frame21059.jpg,[0.20051935]
face_skeet_frame21060.jpg,[0.3435678]
face_skeet_frame21062.jpg,[0.355266]
face_skeet_frame31917.jpg,[0.6279707]
face_skeet_frame31918.jpg,[0.58704007]
